call_id,started_at,language,intent,claim_id,agent_version,asr_confidence_avg,duration_sec,avg_response_ms,outcome,transfer_reason
C-20260820-00753,2026-08-20 20:08:16,en,policy_details,,v14,0.944,140,396,contained,
C-20260820-00754,2026-08-20 17:30:31,en,network_hospital,,v14,0.858,78,453,contained,
C-20260820-00755,2026-08-20 17:00:38,en,network_hospital,,v14,0.936,173,397,transferred_human,escalation_policy
C-20260820-00756,2026-08-20 09:01:01,en,claim_status,CL8313131,v14,0.878,148,330,contained,
C-20260820-00757,2026-08-20 09:25:58,en,policy_details,,v14,0.905,70,322,contained,
C-20260820-00758,2026-08-20 18:26:55,en,claim_status,CL8540103,v14,0.856,207,517,abandoned,
C-20260820-00759,2026-08-20 17:08:40,en,claim_status,CL8636462,v14,0.894,111,452,contained,
C-20260820-00760,2026-08-20 16:48:32,en,claim_status,CL7465572,v14,0.924,92,300,contained,
C-20260820-00761,2026-08-20 11:42:37,hi,policy_details,,v14,0.79,118,342,contained,
C-20260821-00762,2026-08-21 20:27:53,en,network_hospital,,v14,0.941,146,350,contained,
C-20260821-00763,2026-08-21 12:29:19,hi,renewal_premium,,v14,0.816,186,461,transferred_human,caller_requested_human
C-20260821-00764,2026-08-21 16:22:57,en,renewal_premium,,v14,0.895,137,307,contained,
C-20260821-00765,2026-08-21 10:19:52,en,network_hospital,,v14,0.895,153,628,contained,
C-20260821-00766,2026-08-21 19:16:43,en,policy_details,,v14,0.902,178,485,transferred_human,out_of_scope
C-20260821-00767,2026-08-21 11:53:41,en,claim_status,CL8414781,v14,0.868,126,459,contained,
C-20260821-00768,2026-08-21 15:00:58,en,renewal_premium,,v14,0.951,221,347,abandoned,
C-20260821-00769,2026-08-21 11:17:39,en,renewal_premium,,v14,0.88,87,536,contained,
C-20260821-00770,2026-08-21 12:30:10,hi,renewal_premium,,v14,0.798,152,306,transferred_human,caller_requested_human
C-20260821-00771,2026-08-21 19:45:53,en,claim_status,CL7571359,v14,0.849,167,446,transferred_human,caller_requested_human
C-20260821-00772,2026-08-21 15:59:35,en,claim_status,CL7432987,v14,0.898,101,546,contained,
C-20260821-00773,2026-08-21 09:26:42,en,network_hospital,,v14,0.95,146,368,contained,
C-20260821-00774,2026-08-21 13:45:40,en,claim_status,CL7725574,v14,0.83,185,364,transferred_human,caller_requested_human
C-20260821-00775,2026-08-21 15:33:33,hi,claim_status,CL8181303,v14,0.953,139,446,contained,
C-20260821-00776,2026-08-21 20:28:06,en,claim_status,CL8439929,v14,0.99,148,351,contained,
C-20260821-00777,2026-08-21 12:17:20,en,network_hospital,,v14,0.963,189,410,contained,
C-20260821-00778,2026-08-21 10:39:03,en,claim_status,CL7606007,v14,0.95,163,427,contained,
C-20260821-00779,2026-08-21 15:21:51,hi,policy_details,,v14,0.917,161,310,transferred_human,out_of_scope
C-20260821-00780,2026-08-21 10:13:49,en,renewal_premium,,v14,0.896,153,507,transferred_human,out_of_scope
C-20260821-00781,2026-08-21 13:47:25,en,renewal_premium,,v14,0.832,224,504,transferred_human,caller_requested_human
C-20260821-00782,2026-08-21 12:03:51,en,policy_details,,v14,0.953,77,345,contained,
C-20260821-00783,2026-08-21 09:32:06,en,network_hospital,,v14,0.891,182,400,transferred_human,out_of_scope
C-20260821-00784,2026-08-21 17:42:07,en,renewal_premium,,v14,0.886,150,638,transferred_human,escalation_policy
C-20260821-00785,2026-08-21 16:22:50,en,renewal_premium,,v14,0.983,110,486,contained,
C-20260821-00786,2026-08-21 12:59:42,en,renewal_premium,,v14,0.941,141,395,contained,
C-20260821-00787,2026-08-21 13:56:42,en,network_hospital,,v14,0.904,122,379,contained,
C-20260821-00788,2026-08-21 09:50:29,en,claim_status,CL7213886,v14,0.954,153,436,contained,
C-20260821-00789,2026-08-21 12:07:09,en,claim_status,CL7768810,v14,0.89,25,334,contained,
C-20260821-00790,2026-08-21 15:50:42,en,renewal_premium,,v14,0.953,30,333,contained,
C-20260821-00791,2026-08-21 11:16:51,en,claim_status,CL7340688,v14,0.921,151,282,contained,
C-20260821-00792,2026-08-21 11:49:19,en,renewal_premium,,v14,0.99,149,480,contained,
C-20260821-00793,2026-08-21 10:44:11,en,renewal_premium,,v14,0.923,109,359,contained,
C-20260821-00794,2026-08-21 15:53:03,en,renewal_premium,,v14,0.948,132,375,contained,
C-20260821-00795,2026-08-21 19:48:13,en,claim_status,CL8287944,v14,0.938,74,423,contained,
C-20260821-00796,2026-08-21 17:28:29,en,renewal_premium,,v14,0.965,164,474,transferred_human,caller_requested_human
C-20260821-00797,2026-08-21 18:15:13,en,claim_status,CL8075546,v14,0.9,116,527,contained,
C-20260821-00798,2026-08-21 20:56:46,en,network_hospital,,v14,0.935,133,280,transferred_human,agent_could_not_resolve
C-20260821-00799,2026-08-21 15:48:34,en,claim_status,CL7994586,v14,0.967,189,391,contained,
C-20260821-00800,2026-08-21 12:01:36,hi,network_hospital,,v14,0.923,163,418,contained,
C-20260821-00801,2026-08-21 18:06:09,en,renewal_premium,,v14,0.922,128,350,transferred_human,caller_requested_human
C-20260821-00802,2026-08-21 20:34:12,en,network_hospital,,v14,0.889,121,410,contained,
C-20260821-00803,2026-08-21 20:17:39,en,network_hospital,,v14,0.93,151,424,contained,
C-20260821-00804,2026-08-21 15:11:45,en,renewal_premium,,v14,0.979,115,543,contained,
C-20260821-00805,2026-08-21 12:38:26,en,network_hospital,,v14,0.946,63,277,contained,
C-20260821-00806,2026-08-21 15:00:21,en,claim_status,CL8430766,v14,0.902,175,440,contained,
C-20260821-00807,2026-08-21 14:05:10,en,claim_status,CL7563992,v14,0.99,121,340,contained,
C-20260821-00808,2026-08-21 15:31:24,en,claim_status,CL7623981,v14,0.939,209,539,transferred_human,caller_requested_human
C-20260821-00809,2026-08-21 19:26:50,en,network_hospital,,v14,0.99,108,465,contained,
C-20260821-00810,2026-08-21 16:49:40,en,claim_status,CL7181025,v14,0.97,127,634,contained,
C-20260821-00811,2026-08-21 13:11:23,hi,claim_status,CL7863867,v14,0.869,112,392,contained,
C-20260821-00812,2026-08-21 12:01:01,en,claim_status,CL7626988,v14,0.925,91,458,contained,
C-20260821-00813,2026-08-21 16:05:10,en,claim_status,CL7748094,v14,0.891,144,411,transferred_human,caller_requested_human
C-20260821-00814,2026-08-21 12:51:42,en,claim_status,CL7393503,v14,0.91,121,349,contained,
C-20260821-00815,2026-08-21 18:53:51,en,renewal_premium,,v14,0.99,180,340,contained,
C-20260821-00816,2026-08-21 19:17:33,en,claim_status,CL8029054,v14,0.888,191,525,contained,
C-20260821-00817,2026-08-21 19:52:57,en,claim_status,CL7850450,v14,0.917,165,543,contained,
C-20260821-00818,2026-08-21 15:57:41,en,claim_status,CL7683632,v14,0.99,88,445,contained,
C-20260821-00819,2026-08-21 15:45:48,en,policy_details,,v14,0.801,83,377,contained,
C-20260821-00820,2026-08-21 10:42:30,en,claim_status,CL7700914,v14,0.963,109,420,contained,
C-20260821-00821,2026-08-21 13:54:17,en,renewal_premium,,v14,0.959,25,419,contained,
C-20260821-00822,2026-08-21 14:44:49,hi,claim_status,CL7804191,v14,0.795,102,360,contained,
C-20260821-00823,2026-08-21 19:41:50,en,network_hospital,,v14,0.959,91,459,contained,
C-20260821-00824,2026-08-21 11:18:01,hi,claim_status,CL8674564,v14,0.853,146,286,transferred_human,out_of_scope
C-20260821-00825,2026-08-21 12:50:06,hi,renewal_premium,,v14,0.921,201,344,transferred_human,agent_could_not_resolve
C-20260821-00826,2026-08-21 18:10:01,en,network_hospital,,v14,0.884,168,490,contained,
C-20260821-00827,2026-08-21 13:38:55,en,policy_details,,v14,0.879,139,553,contained,
C-20260821-00828,2026-08-21 11:09:34,en,renewal_premium,,v14,0.937,226,408,transferred_human,caller_requested_human
C-20260821-00829,2026-08-21 16:20:11,en,claim_status,CL8022738,v14,0.929,129,373,contained,
C-20260821-00830,2026-08-21 10:58:34,en,claim_status,CL8481859,v14,0.931,92,451,contained,
C-20260821-00831,2026-08-21 11:34:48,en,renewal_premium,,v14,0.945,242,309,transferred_human,escalation_policy
C-20260821-00832,2026-08-21 11:44:33,en,claim_status,CL8167283,v14,0.891,250,341,transferred_human,agent_could_not_resolve
C-20260821-00833,2026-08-21 19:18:37,en,network_hospital,,v14,0.914,109,434,transferred_human,caller_requested_human
C-20260821-00834,2026-08-21 12:14:04,en,claim_status,CL8398522,v14,0.912,64,478,contained,
C-20260821-00835,2026-08-21 15:11:55,en,claim_status,CL7732394,v14,0.931,130,367,contained,
C-20260821-00836,2026-08-21 09:50:35,hi,claim_status,CL7466388,v14,0.9,150,510,contained,
C-20260821-00837,2026-08-21 09:14:08,en,policy_details,,v14,0.896,158,373,contained,
C-20260821-00838,2026-08-21 18:58:06,hi,claim_status,CL7866916,v14,0.852,130,382,contained,
C-20260821-00839,2026-08-21 11:36:10,en,renewal_premium,,v14,0.99,163,484,transferred_human,agent_could_not_resolve
C-20260821-00840,2026-08-21 11:18:31,en,claim_status,CL7913799,v14,0.973,93,404,contained,
C-20260821-00841,2026-08-21 15:09:49,en,renewal_premium,,v14,0.914,161,478,transferred_human,caller_requested_human
C-20260821-00842,2026-08-21 17:39:33,en,policy_details,,v14,0.893,167,425,contained,
C-20260821-00843,2026-08-21 14:33:03,en,policy_details,,v14,0.972,163,536,contained,
C-20260821-00844,2026-08-21 09:07:30,en,claim_status,CL7204577,v14,0.99,89,353,contained,
C-20260821-00845,2026-08-21 11:22:22,en,policy_details,,v14,0.969,64,245,contained,
C-20260821-00846,2026-08-21 17:45:03,en,claim_status,CL7873495,v14,0.936,103,614,contained,
C-20260821-00847,2026-08-21 16:44:46,en,renewal_premium,,v14,0.879,100,387,contained,
C-20260821-00848,2026-08-21 12:30:21,hi,claim_status,CL7636952,v14,0.898,83,532,contained,
C-20260821-00849,2026-08-21 14:35:05,en,claim_status,CL7216505,v14,0.99,183,419,transferred_human,caller_requested_human
C-20260821-00850,2026-08-21 12:23:07,hi,claim_status,CL8116582,v14,0.745,87,379,contained,
C-20260821-00851,2026-08-21 15:02:40,hi,network_hospital,,v14,0.891,193,443,contained,
C-20260821-00852,2026-08-21 20:44:39,en,policy_details,,v14,0.938,131,420,contained,
C-20260821-00853,2026-08-21 13:30:08,en,claim_status,CL7537289,v14,0.887,120,439,transferred_human,out_of_scope
C-20260821-00854,2026-08-21 17:09:42,hi,network_hospital,,v14,0.827,120,385,contained,
C-20260821-00855,2026-08-21 12:54:30,en,claim_status,CL8137736,v14,0.909,119,344,contained,
C-20260821-00856,2026-08-21 14:36:56,en,claim_status,CL7557994,v14,0.965,121,422,contained,
C-20260821-00857,2026-08-21 13:43:50,en,renewal_premium,,v14,0.99,128,480,contained,
C-20260821-00858,2026-08-21 15:31:59,en,network_hospital,,v14,0.99,92,398,contained,
C-20260821-00859,2026-08-21 16:12:17,en,network_hospital,,v14,0.877,123,535,contained,
C-20260821-00860,2026-08-21 17:59:05,hi,claim_status,CL7544672,v14,0.848,81,534,contained,
C-20260821-00861,2026-08-21 17:24:32,en,renewal_premium,,v14,0.913,141,1199,contained,
C-20260821-00862,2026-08-21 09:29:02,en,claim_status,CL7789657,v14,0.978,85,360,contained,
C-20260821-00863,2026-08-21 16:00:31,hi,claim_status,CL7791270,v14,0.958,129,282,contained,
C-20260821-00864,2026-08-21 13:26:03,en,claim_status,CL7936705,v14,0.92,181,502,contained,
C-20260821-00865,2026-08-21 12:33:01,en,claim_status,CL8267905,v14,0.867,79,445,contained,
C-20260821-00866,2026-08-21 10:36:48,en,renewal_premium,,v14,0.888,137,418,transferred_human,caller_requested_human
C-20260821-00867,2026-08-21 20:51:14,en,claim_status,CL8103081,v14,0.952,60,346,contained,
C-20260821-00868,2026-08-21 13:14:34,en,network_hospital,,v14,0.979,191,466,transferred_human,out_of_scope
C-20260821-00869,2026-08-21 16:38:45,en,network_hospital,,v14,0.99,120,339,contained,
C-20260821-00870,2026-08-21 12:54:29,hi,claim_status,CL8014724,v14,0.9,114,385,transferred_human,agent_could_not_resolve
C-20260821-00871,2026-08-21 15:48:51,en,claim_status,CL7490491,v14,0.835,92,387,contained,
C-20260821-00872,2026-08-21 16:29:45,en,claim_status,CL8650654,v14,0.953,125,443,contained,
C-20260821-00873,2026-08-21 11:05:49,en,claim_status,CL8800917,v14,0.982,174,530,transferred_human,caller_requested_human
C-20260821-00874,2026-08-21 13:53:58,en,claim_status,CL7346010,v14,0.964,114,610,contained,
C-20260821-00875,2026-08-21 17:03:39,en,claim_status,CL8489533,v14,0.885,113,474,contained,
C-20260821-00876,2026-08-21 18:26:22,en,claim_status,CL7594108,v14,0.97,62,292,contained,
C-20260821-00877,2026-08-21 15:19:28,hi,renewal_premium,,v14,0.894,118,384,contained,
C-20260821-00878,2026-08-21 19:49:42,hi,claim_status,CL7131434,v14,0.801,88,391,transferred_human,caller_requested_human
C-20260821-00879,2026-08-21 09:27:55,en,network_hospital,,v14,0.903,160,537,transferred_human,caller_requested_human
C-20260821-00880,2026-08-21 17:52:01,en,policy_details,,v14,0.895,143,285,contained,
C-20260821-00881,2026-08-21 12:28:01,hi,claim_status,CL8867422,v14,0.794,141,416,contained,
C-20260821-00882,2026-08-21 17:16:28,en,renewal_premium,,v14,0.909,192,427,transferred_human,agent_could_not_resolve
C-20260821-00883,2026-08-21 11:29:17,en,claim_status,CL7107087,v14,0.968,162,578,contained,
C-20260821-00884,2026-08-21 15:32:37,en,claim_status,CL8863124,v14,0.955,142,452,contained,
C-20260821-00885,2026-08-21 09:36:31,en,claim_status,CL7225512,v14,0.99,192,429,contained,
C-20260821-00886,2026-08-21 11:16:28,hi,policy_details,,v14,0.9,100,374,transferred_human,out_of_scope
C-20260821-00887,2026-08-21 15:23:19,hi,renewal_premium,,v14,0.872,198,272,transferred_human,escalation_policy
C-20260821-00888,2026-08-21 12:50:40,en,claim_status,CL8220225,v14,0.857,52,401,contained,
C-20260821-00889,2026-08-21 14:41:26,en,claim_status,CL8184908,v14,0.99,186,508,contained,
C-20260821-00890,2026-08-21 19:57:18,en,renewal_premium,,v14,0.99,202,509,transferred_human,caller_requested_human
C-20260821-00891,2026-08-21 09:33:19,hi,network_hospital,,v14,0.894,100,605,transferred_human,agent_could_not_resolve
C-20260821-00892,2026-08-21 16:57:16,en,network_hospital,,v14,0.943,147,509,transferred_human,out_of_scope
C-20260821-00893,2026-08-21 13:53:20,en,policy_details,,v14,0.99,156,355,contained,
C-20260821-00894,2026-08-21 10:16:42,hi,policy_details,,v14,0.851,109,373,contained,
C-20260821-00895,2026-08-21 16:29:01,en,claim_status,CL8818557,v14,0.885,106,376,contained,
C-20260821-00896,2026-08-21 15:46:56,en,claim_status,CL8248301,v14,0.957,134,370,transferred_human,caller_requested_human
C-20260821-00897,2026-08-21 11:28:17,en,policy_details,,v14,0.845,77,449,contained,
C-20260821-00898,2026-08-21 10:43:28,en,claim_status,CL8026922,v14,0.968,149,400,contained,
C-20260821-00899,2026-08-21 13:50:24,hi,policy_details,,v14,0.852,125,349,contained,
C-20260821-00900,2026-08-21 14:22:03,en,claim_status,CL7440759,v14,0.921,132,300,contained,
C-20260821-00901,2026-08-21 19:15:34,en,network_hospital,,v14,0.892,155,589,contained,
C-20260821-00902,2026-08-21 12:04:59,hi,network_hospital,,v14,0.881,144,407,transferred_human,out_of_scope
C-20260821-00903,2026-08-21 11:05:28,en,network_hospital,,v14,0.938,159,441,contained,
C-20260821-00904,2026-08-21 12:40:52,hi,policy_details,,v14,0.828,161,404,transferred_human,out_of_scope
C-20260821-00905,2026-08-21 11:55:12,en,claim_status,CL8190677,v14,0.939,278,387,transferred_human,escalation_policy
C-20260821-00906,2026-08-21 17:30:29,en,policy_details,,v14,0.867,176,390,transferred_human,caller_requested_human
C-20260821-00907,2026-08-21 13:27:39,en,network_hospital,,v14,0.893,93,379,transferred_human,out_of_scope
C-20260821-00908,2026-08-21 20:38:34,en,renewal_premium,,v14,0.99,95,563,contained,
C-20260821-00909,2026-08-21 09:11:24,en,policy_details,,v14,0.915,67,484,contained,
C-20260821-00910,2026-08-21 09:09:02,en,claim_status,CL7657689,v14,0.99,114,588,contained,
C-20260821-00911,2026-08-21 10:24:00,en,renewal_premium,,v14,0.919,195,397,transferred_human,agent_could_not_resolve
C-20260821-00912,2026-08-21 14:12:04,hi,claim_status,CL7705582,v14,0.823,126,531,transferred_human,escalation_policy
C-20260821-00913,2026-08-21 17:39:38,en,policy_details,,v14,0.946,277,395,transferred_human,agent_could_not_resolve
C-20260821-00914,2026-08-21 15:02:10,hi,policy_details,,v14,0.885,94,400,contained,
C-20260821-00915,2026-08-21 09:48:36,en,claim_status,CL7965879,v14,0.923,163,313,contained,
C-20260821-00916,2026-08-21 18:48:09,en,network_hospital,,v14,0.892,61,390,contained,
C-20260821-00917,2026-08-21 18:37:55,en,policy_details,,v14,0.841,170,471,transferred_human,agent_could_not_resolve
C-20260821-00918,2026-08-21 16:09:52,en,claim_status,CL8734274,v14,0.959,175,368,transferred_human,caller_requested_human
C-20260821-00919,2026-08-21 12:46:05,en,network_hospital,,v14,0.952,133,344,contained,
C-20260821-00920,2026-08-21 09:21:32,en,network_hospital,,v14,0.99,154,456,contained,
C-20260821-00921,2026-08-21 15:34:45,en,claim_status,CL7926710,v14,0.877,185,529,transferred_human,caller_requested_human
C-20260821-00922,2026-08-21 09:10:34,en,claim_status,CL7340232,v14,0.877,69,499,contained,
C-20260821-00923,2026-08-21 17:19:51,en,renewal_premium,,v14,0.911,143,537,contained,
C-20260821-00924,2026-08-21 14:34:10,hi,claim_status,CL8846941,v14,0.901,89,459,contained,
C-20260821-00925,2026-08-21 13:52:59,hi,renewal_premium,,v14,0.761,177,523,transferred_human,out_of_scope
C-20260821-00926,2026-08-21 19:18:58,en,network_hospital,,v14,0.982,122,490,contained,
C-20260821-00927,2026-08-21 20:08:30,en,renewal_premium,,v14,0.984,155,500,transferred_human,out_of_scope
C-20260821-00928,2026-08-21 17:34:14,hi,network_hospital,,v14,0.813,181,403,transferred_human,caller_requested_human
C-20260821-00929,2026-08-21 16:54:34,en,network_hospital,,v14,0.906,132,397,contained,
C-20260821-00930,2026-08-21 16:25:16,en,policy_details,,v14,0.955,130,304,contained,
C-20260821-00931,2026-08-21 20:01:13,en,claim_status,CL8108284,v14,0.879,150,477,contained,
C-20260821-00932,2026-08-21 11:13:25,en,claim_status,CL7799033,v14,0.925,71,246,contained,
C-20260821-00933,2026-08-21 17:40:48,en,claim_status,CL8241145,v14,0.953,141,1434,transferred_human,agent_could_not_resolve
C-20260821-00934,2026-08-21 19:29:35,en,network_hospital,,v14,0.822,79,558,contained,
C-20260821-00935,2026-08-21 16:47:57,en,renewal_premium,,v14,0.89,124,380,contained,
C-20260821-00936,2026-08-21 16:59:55,en,claim_status,CL8314151,v14,0.909,133,412,contained,
C-20260821-00937,2026-08-21 19:20:48,en,policy_details,,v14,0.973,74,320,contained,
C-20260821-00938,2026-08-21 15:20:46,en,renewal_premium,,v14,0.926,191,385,transferred_human,caller_requested_human
C-20260821-00939,2026-08-21 18:25:54,en,claim_status,CL8310041,v14,0.907,119,503,contained,
C-20260821-00940,2026-08-21 12:28:54,en,claim_status,CL7829714,v14,0.83,82,466,contained,
C-20260821-00941,2026-08-21 17:40:27,en,network_hospital,,v14,0.929,72,405,contained,
C-20260821-00942,2026-08-21 18:39:56,hi,policy_details,,v14,0.851,46,502,contained,
C-20260821-00943,2026-08-21 13:30:30,en,network_hospital,,v14,0.939,145,447,contained,
C-20260821-00944,2026-08-21 12:07:49,en,claim_status,CL7229868,v14,0.99,132,412,contained,
C-20260821-00945,2026-08-21 19:25:11,en,claim_status,CL8963539,v14,0.871,170,435,contained,
C-20260821-00946,2026-08-21 20:54:45,hi,claim_status,CL7471115,v14,0.868,121,360,contained,
C-20260821-00947,2026-08-21 14:02:44,en,claim_status,CL8372305,v14,0.963,60,451,contained,
C-20260821-00948,2026-08-21 18:46:24,en,network_hospital,,v14,0.902,94,473,contained,
C-20260821-00949,2026-08-21 10:21:32,en,renewal_premium,,v14,0.921,120,408,contained,
C-20260821-00950,2026-08-21 19:31:25,en,claim_status,CL8880939,v14,0.925,173,436,abandoned,
C-20260821-00951,2026-08-21 19:08:34,en,network_hospital,,v14,0.834,182,499,transferred_human,caller_requested_human
C-20260821-00952,2026-08-21 09:20:37,en,claim_status,CL7130674,v14,0.859,198,400,transferred_human,out_of_scope
C-20260821-00953,2026-08-21 09:14:15,en,network_hospital,,v14,0.963,123,461,contained,
C-20260821-00954,2026-08-21 17:40:49,en,network_hospital,,v14,0.915,219,375,transferred_human,caller_requested_human
C-20260821-00955,2026-08-21 17:37:59,en,renewal_premium,,v14,0.847,102,458,contained,
C-20260821-00956,2026-08-21 16:09:08,en,renewal_premium,,v14,0.803,100,416,contained,
C-20260821-00957,2026-08-21 15:43:42,en,policy_details,,v14,0.892,87,483,contained,
C-20260822-00958,2026-08-22 13:24:08,en,renewal_premium,,v14,0.94,175,342,contained,
C-20260822-00959,2026-08-22 09:32:23,en,network_hospital,,v14,0.99,130,514,contained,
C-20260822-00960,2026-08-22 14:11:20,en,network_hospital,,v14,0.845,197,335,transferred_human,caller_requested_human
C-20260822-00961,2026-08-22 13:52:35,hi,network_hospital,,v14,0.778,194,573,contained,
C-20260822-00962,2026-08-22 17:38:36,en,policy_details,,v14,0.842,90,389,contained,
C-20260822-00963,2026-08-22 10:22:15,en,claim_status,CL7769344,v14,0.799,156,403,contained,
C-20260822-00964,2026-08-22 18:38:50,en,policy_details,,v14,0.97,67,354,contained,
C-20260822-00965,2026-08-22 17:09:46,en,renewal_premium,,v14,0.925,141,538,contained,
C-20260822-00966,2026-08-22 10:09:55,en,claim_status,CL7056578,v14,0.927,97,560,contained,
C-20260822-00967,2026-08-22 18:54:45,en,policy_details,,v14,0.981,119,450,transferred_human,out_of_scope
C-20260822-00968,2026-08-22 12:13:39,en,policy_details,,v14,0.983,47,495,contained,
C-20260822-00969,2026-08-22 09:56:32,en,policy_details,,v14,0.968,95,404,contained,
C-20260822-00970,2026-08-22 15:10:22,en,network_hospital,,v14,0.873,217,484,transferred_human,escalation_policy
C-20260822-00971,2026-08-22 09:47:13,en,claim_status,CL8589327,v14,0.892,119,412,contained,
C-20260822-00972,2026-08-22 12:50:17,en,renewal_premium,,v14,0.931,115,545,contained,
C-20260822-00973,2026-08-22 12:34:01,en,claim_status,CL8518714,v14,0.909,118,285,contained,
C-20260822-00974,2026-08-22 12:47:27,en,policy_details,,v14,0.925,91,409,contained,
C-20260822-00975,2026-08-22 09:12:11,en,claim_status,CL8741273,v14,0.975,92,398,contained,
C-20260822-00976,2026-08-22 13:14:17,en,claim_status,CL8095608,v14,0.99,178,1755,transferred_human,escalation_policy
C-20260822-00977,2026-08-22 11:30:32,en,claim_status,CL8782090,v14,0.99,104,313,contained,
C-20260822-00978,2026-08-22 11:00:28,en,network_hospital,,v14,0.929,131,357,transferred_human,caller_requested_human
C-20260822-00979,2026-08-22 16:58:16,en,renewal_premium,,v14,0.833,43,425,contained,
C-20260822-00980,2026-08-22 10:57:17,hi,claim_status,CL7043160,v14,0.927,168,268,contained,
C-20260822-00981,2026-08-22 10:49:30,en,network_hospital,,v14,0.961,66,441,contained,
C-20260822-00982,2026-08-22 14:40:17,en,network_hospital,,v14,0.972,188,400,transferred_human,agent_could_not_resolve
C-20260822-00983,2026-08-22 17:41:28,en,claim_status,CL7434880,v14,0.975,85,439,contained,
C-20260822-00984,2026-08-22 17:08:01,hi,renewal_premium,,v14,0.96,87,1450,contained,
C-20260822-00985,2026-08-22 11:04:38,en,claim_status,CL8939521,v14,0.99,83,396,contained,
C-20260822-00986,2026-08-22 16:02:48,en,claim_status,CL7944595,v14,0.974,129,551,contained,
C-20260822-00987,2026-08-22 11:28:24,en,network_hospital,,v14,0.895,137,386,transferred_human,agent_could_not_resolve
C-20260822-00988,2026-08-22 11:51:27,en,renewal_premium,,v14,0.932,157,427,transferred_human,caller_requested_human
C-20260822-00989,2026-08-22 10:32:01,en,claim_status,CL8453152,v14,0.956,129,229,contained,
C-20260822-00990,2026-08-22 16:06:42,en,policy_details,,v14,0.937,90,508,contained,
C-20260822-00991,2026-08-22 20:45:07,en,claim_status,CL7293669,v14,0.874,90,329,contained,
C-20260822-00992,2026-08-22 16:57:52,hi,policy_details,,v14,0.876,228,372,transferred_human,escalation_policy
C-20260822-00993,2026-08-22 14:59:28,hi,claim_status,CL8781542,v14,0.84,119,476,contained,
C-20260822-00994,2026-08-22 11:53:29,en,renewal_premium,,v14,0.947,256,383,transferred_human,agent_could_not_resolve
C-20260822-00995,2026-08-22 16:09:08,hi,claim_status,CL8530185,v14,0.891,131,620,contained,
C-20260822-00996,2026-08-22 14:09:41,en,claim_status,CL8954042,v14,0.915,120,349,contained,
C-20260822-00997,2026-08-22 18:59:35,en,network_hospital,,v14,0.947,98,386,contained,
C-20260822-00998,2026-08-22 09:52:51,en,claim_status,CL8016410,v14,0.9,127,491,contained,
C-20260822-00999,2026-08-22 17:33:18,en,renewal_premium,,v14,0.935,92,611,contained,
C-20260822-01000,2026-08-22 15:42:10,en,policy_details,,v14,0.921,133,262,transferred_human,escalation_policy
C-20260822-01001,2026-08-22 14:48:27,en,policy_details,,v14,0.99,184,314,contained,
C-20260822-01002,2026-08-22 15:20:26,en,claim_status,CL7305699,v14,0.945,124,417,contained,
C-20260822-01003,2026-08-22 15:08:57,hi,claim_status,CL8566521,v14,0.91,164,346,transferred_human,caller_requested_human
C-20260822-01004,2026-08-22 14:21:52,en,claim_status,CL7399689,v14,0.909,144,480,transferred_human,agent_could_not_resolve
C-20260822-01005,2026-08-22 16:17:57,en,network_hospital,,v14,0.922,109,313,contained,
C-20260822-01006,2026-08-22 12:20:47,en,renewal_premium,,v14,0.891,122,440,transferred_human,escalation_policy
C-20260822-01007,2026-08-22 13:29:37,en,network_hospital,,v14,0.925,94,300,contained,
C-20260822-01008,2026-08-22 10:37:19,en,claim_status,CL8734772,v14,0.848,108,497,contained,
C-20260822-01009,2026-08-22 16:54:27,en,claim_status,CL8978176,v14,0.958,49,414,abandoned,
C-20260822-01010,2026-08-22 15:20:03,hi,renewal_premium,,v14,0.724,66,560,contained,
C-20260822-01011,2026-08-22 16:21:23,en,claim_status,CL7424925,v14,0.971,107,495,contained,
C-20260822-01012,2026-08-22 12:24:10,en,renewal_premium,,v14,0.92,164,471,transferred_human,agent_could_not_resolve
C-20260822-01013,2026-08-22 14:02:49,en,claim_status,CL8612113,v14,0.967,216,417,transferred_human,caller_requested_human
C-20260822-01014,2026-08-22 15:12:40,en,renewal_premium,,v14,0.927,138,390,contained,
C-20260822-01015,2026-08-22 14:53:29,en,claim_status,CL7814805,v14,0.885,101,469,transferred_human,caller_requested_human
C-20260822-01016,2026-08-22 11:11:38,hi,claim_status,CL8923198,v14,0.902,116,362,contained,
C-20260822-01017,2026-08-22 14:22:37,en,claim_status,CL8505722,v14,0.962,213,552,transferred_human,out_of_scope
C-20260822-01018,2026-08-22 11:58:30,en,policy_details,,v14,0.923,89,471,contained,
C-20260822-01019,2026-08-22 17:19:52,en,renewal_premium,,v14,0.979,219,517,transferred_human,out_of_scope
C-20260822-01020,2026-08-22 17:53:20,en,claim_status,CL7116786,v14,0.976,102,503,contained,
C-20260822-01021,2026-08-22 17:20:26,en,policy_details,,v14,0.911,162,542,contained,
C-20260822-01022,2026-08-22 20:07:33,en,claim_status,CL7794160,v14,0.887,199,546,transferred_human,escalation_policy
C-20260822-01023,2026-08-22 13:02:07,en,policy_details,,v14,0.99,171,492,transferred_human,caller_requested_human
C-20260822-01024,2026-08-22 19:10:28,en,policy_details,,v14,0.895,168,374,transferred_human,out_of_scope
C-20260822-01025,2026-08-22 15:21:29,en,claim_status,CL8365316,v14,0.936,125,281,contained,
